id,name,price,barcode,stock_quantity,village,category,description
148,Food Items (Mukhomi),75.43810839249998,100144,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
149,Household Goods (Mukhomi),76.73876543374999,100145,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
150,Local Produce (Mukhomi),78.03942247499998,100146,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
151,Handicrafts (Mukhomi),79.34007951624997,100147,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
152,Services (Mukhomi),80.6407365575,100148,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
153,Food Items (Mukhomi),81.94139359875,100149,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
154,Household Goods (Mukhomi),83.24205064,100150,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
155,Local Produce (Mukhomi),84.54270768125,100151,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
156,Handicrafts (Mukhomi),85.84336472249998,100152,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
157,Services (Mukhomi),87.14402176375,100153,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
158,Food Items (Mukhomi),88.444678805,100154,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
159,Local Produce (Malamulele),26.013140825,100155,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
160,Handicrafts (Malamulele),27.31379786625,100156,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
161,Services (Malamulele),28.6144549075,100157,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
162,Food Items (Malamulele),29.915111948749995,100158,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
163,Household Goods (Malamulele),31.215768989999997,100159,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
164,Local Produce (Malamulele),32.51642603124999,100160,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
165,Handicrafts (Malamulele),33.8170830725,100161,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
166,Services (Malamulele),35.117740113749996,100162,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
167,Food Items (Malamulele),36.418397154999994,100163,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
168,Household Goods (Malamulele),37.71905419624999,100164,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
169,Local Produce (Malamulele),39.01971123749999,100165,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
170,Handicrafts (Malamulele),40.32036827875,100166,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
171,Services (Malamulele),41.62102532,100167,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
172,Food Items (Malamulele),42.92168236124999,100168,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
173,Household Goods (Malamulele),44.2223394025,100169,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
174,Local Produce (Malamulele),45.522996443749996,100170,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
175,Handicrafts (Malamulele),46.823653485,100171,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
176,Services (Malamulele),48.12431052624999,100172,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
177,Food Items (Malamulele),49.4249675675,100173,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
178,Household Goods (Malamulele),50.725624608749996,100174,2,Malamulele,Agriculture,Available in Malamulele. Population: 1472
179,Livestock (Gundo),26.013140825,100175,9,Gundo,Agriculture,Available in Gundo. Population: 4822
180,Animal Feed (Gundo),27.31379786625,100176,9,Gundo,Agriculture,Available in Gundo. Population: 4822
181,Veterinary Services (Gundo),28.6144549075,100177,9,Gundo,Agriculture,Available in Gundo. Population: 4822
182,Meat Products (Gundo),29.915111948749995,100178,9,Gundo,Agriculture,Available in Gundo. Population: 4822
183,Leather Goods (Gundo),31.215768989999997,100179,9,Gundo,Agriculture,Available in Gundo. Population: 4822
184,Livestock (Gundo),32.51642603124999,100180,9,Gundo,Agriculture,Available in Gundo. Population: 4822
185,Animal Feed (Gundo),33.8170830725,100181,9,Gundo,Agriculture,Available in Gundo. Population: 4822
186,Veterinary Services (Gundo),35.117740113749996,100182,9,Gundo,Agriculture,Available in Gundo. Population: 4822
187,Meat Products (Gundo),36.418397154999994,100183,9,Gundo,Agriculture,Available in Gundo. Population: 4822
188,Leather Goods (Gundo),37.71905419624999,100184,9,Gundo,Agriculture,Available in Gundo. Population: 4822
189,Livestock (Gundo),39.01971123749999,100185,9,Gundo,Agriculture,Available in Gundo. Population: 4822
190,Animal Feed (Gundo),40.32036827875,100186,9,Gundo,Agriculture,Available in Gundo. Population: 4822
191,Veterinary Services (Gundo),41.62102532,100187,9,Gundo,Agriculture,Available in Gundo. Population: 4822
192,Meat Products (Gundo),42.92168236124999,100188,9,Gundo,Agriculture,Available in Gundo. Population: 4822
193,Leather Goods (Gundo),44.2223394025,100189,9,Gundo,Agriculture,Available in Gundo. Population: 4822
194,Livestock (Gundo),45.522996443749996,100190,9,Gundo,Agriculture,Available in Gundo. Population: 4822
195,Animal Feed (Gundo),46.823653485,100191,9,Gundo,Agriculture,Available in Gundo. Population: 4822
196,Veterinary Services (Gundo),48.12431052624999,100192,9,Gundo,Agriculture,Available in Gundo. Population: 4822
197,Meat Products (Gundo),49.4249675675,100193,9,Gundo,Agriculture,Available in Gundo. Population: 4822
198,Leather Goods (Gundo),50.725624608749996,100194,9,Gundo,Agriculture,Available in Gundo. Population: 4822
199,Livestock (Gundo),52.02628165,100195,9,Gundo,Agriculture,Available in Gundo. Population: 4822
200,Animal Feed (Gundo),53.32693869124999,100196,9,Gundo,Agriculture,Available in Gundo. Population: 4822
201,Veterinary Services (Gundo),54.6275957325,100197,9,Gundo,Agriculture,Available in Gundo. Population: 4822
202,Meat Products (Gundo),55.928252773749996,100198,9,Gundo,Agriculture,Available in Gundo. Population: 4822
203,Leather Goods (Gundo),57.228909815,100199,9,Gundo,Agriculture,Available in Gundo. Population: 4822
204,Livestock (Gundo),58.52956685624999,100200,9,Gundo,Agriculture,Available in Gundo. Population: 4822
205,Animal Feed (Gundo),59.83022389749999,100201,9,Gundo,Agriculture,Available in Gundo. Population: 4822
206,Veterinary Services (Gundo),61.130880938749996,100202,9,Gundo,Agriculture,Available in Gundo. Population: 4822
207,Meat Products (Gundo),62.431537979999995,100203,9,Gundo,Agriculture,Available in Gundo. Population: 4822
208,Leather Goods (Gundo),63.73219502124999,100204,9,Gundo,Agriculture,Available in Gundo. Population: 4822
209,Livestock (Gundo),65.03285206249998,100205,9,Gundo,Agriculture,Available in Gundo. Population: 4822
210,Animal Feed (Gundo),66.33350910375,100206,9,Gundo,Agriculture,Available in Gundo. Population: 4822
211,Veterinary Services (Gundo),67.634166145,100207,9,Gundo,Agriculture,Available in Gundo. Population: 4822
212,Meat Products (Gundo),68.93482318624999,100208,9,Gundo,Agriculture,Available in Gundo. Population: 4822
213,Leather Goods (Gundo),70.23548022749999,100209,9,Gundo,Agriculture,Available in Gundo. Population: 4822
214,Livestock (Gundo),71.53613726874998,100210,9,Gundo,Agriculture,Available in Gundo. Population: 4822
215,Animal Feed (Gundo),72.83679430999999,100211,9,Gundo,Agriculture,Available in Gundo. Population: 4822
216,Veterinary Services (Gundo),74.13745135124998,100212,9,Gundo,Agriculture,Available in Gundo. Population: 4822
217,Meat Products (Gundo),75.43810839249998,100213,9,Gundo,Agriculture,Available in Gundo. Population: 4822
218,Leather Goods (Gundo),76.73876543374999,100214,9,Gundo,Agriculture,Available in Gundo. Population: 4822
219,Livestock (Gundo),78.03942247499998,100215,9,Gundo,Agriculture,Available in Gundo. Population: 4822
220,Animal Feed (Gundo),79.34007951624997,100216,9,Gundo,Agriculture,Available in Gundo. Population: 4822
221,Veterinary Services (Gundo),80.6407365575,100217,9,Gundo,Agriculture,Available in Gundo. Population: 4822
222,Meat Products (Gundo),81.94139359875,100218,9,Gundo,Agriculture,Available in Gundo. Population: 4822
223,Leather Goods (Gundo),83.24205064,100219,9,Gundo,Agriculture,Available in Gundo. Population: 4822
224,Livestock (Gundo),84.54270768125,100220,9,Gundo,Agriculture,Available in Gundo. Population: 4822
225,Animal Feed (Gundo),85.84336472249998,100221,9,Gundo,Agriculture,Available in Gundo. Population: 4822
226,Veterinary Services (Gundo),87.14402176375,100222,9,Gundo,Agriculture,Available in Gundo. Population: 4822
227,Local Produce (Makhuvha),26.013140825,100223,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
228,Handicrafts (Makhuvha),27.31379786625,100224,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
229,Services (Makhuvha),28.6144549075,100225,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
230,Food Items (Makhuvha),29.915111948749995,100226,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
231,Household Goods (Makhuvha),31.215768989999997,100227,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
232,Local Produce (Makhuvha),32.51642603124999,100228,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
233,Handicrafts (Makhuvha),33.8170830725,100229,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
234,Services (Makhuvha),35.117740113749996,100230,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
235,Food Items (Makhuvha),36.418397154999994,100231,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
236,Household Goods (Makhuvha),37.71905419624999,100232,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
237,Local Produce (Makhuvha),39.01971123749999,100233,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
238,Handicrafts (Makhuvha),40.32036827875,100234,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
239,Services (Makhuvha),41.62102532,100235,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
240,Food Items (Makhuvha),42.92168236124999,100236,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
241,Household Goods (Makhuvha),44.2223394025,100237,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
242,Local Produce (Makhuvha),45.522996443749996,100238,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
243,Handicrafts (Makhuvha),46.823653485,100239,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
244,Services (Makhuvha),48.12431052624999,100240,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
245,Food Items (Makhuvha),49.4249675675,100241,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
246,Household Goods (Makhuvha),50.725624608749996,100242,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
247,Local Produce (Makhuvha),52.02628165,100243,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
248,Handicrafts (Makhuvha),53.32693869124999,100244,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
249,Services (Makhuvha),54.6275957325,100245,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
250,Food Items (Makhuvha),55.928252773749996,100246,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
251,Household Goods (Makhuvha),57.228909815,100247,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
252,Local Produce (Makhuvha),58.52956685624999,100248,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
253,Handicrafts (Makhuvha),59.83022389749999,100249,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
254,Services (Makhuvha),61.130880938749996,100250,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
255,Food Items (Makhuvha),62.431537979999995,100251,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
256,Household Goods (Makhuvha),63.73219502124999,100252,6,Makhuvha,Agriculture,Available in Makhuvha. Population: 3286
